Reino,Filo,Classe,Ordem,Familia,Genero,Especie,Grupo,Mes_Ano_Avaliacao,Categoria,Endemica_Brasil,Consta_em_Lista_Nacional_Oficial,Estado,Regiao,Bioma,UC_Federal,UC_Estadual,RPPN,Tendencia_Populacional,Ameaca
Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Askola,Askola kamakan,Invertebrados de Água Doce,11/2019,Menos Preocupante,Sim,Não,Bahia,|Nordeste|,Mata Atlântica,,,,Desconhecida,
Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Arrhopalites,Arlesia albipes,Invertebrados Terrestres,05/2024,Menos Preocupante,Não,Não,"Espírito Santo, Pará, Paraíba, Pernambuco, Piauí, Rio de Janeiro",|Nordeste|Norte|Sudeste|,"Amazônia, Caatinga, Mata Atlântica","APA Guapi-Mirim, ESEC Guanabara, PARNA Marinho de Fernando de Noronha, PARNA Restinga de Jurubatiba","ÁREA DE PROTEÇÃO AMBIENTAL DA REGIÃO METROLPOLITANA DE BELÉM, PARQUE ESTADUAL DA COSTA DO SOL",,Desconhecida,
Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Arrhopalites,Brachystomella septemoculata,Invertebrados Terrestres,05/2024,Menos Preocupante,Não,Não,Rio de Janeiro,|Sudeste|,Mata Atlântica,PARNA da Tijuca,,,Desconhecida,
Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Arrhopalites,Austrogastrura travassosi,Invertebrados Terrestres,05/2024,Menos Preocupante,Sim,Não,"Espírito Santo, Mato Grosso, Paraíba, Rio de Janeiro",|Centro-Oeste|Nordeste|Sudeste|,"Amazônia, Caatinga, Mata Atlântica",,,RPPN Reserva Ecológica Metodista Ana Gonzaga - CEMAG,Desconhecida,
Animalia,Arthropoda,Entognatha,Entomobryomorpha,Cyphoderidae,Cyphoderus,Cyphoderus arlei,Invertebrados Terrestres,05/2024,Menos Preocupante,Sim,Não,"Minas Gerais, Pará, Rio de Janeiro, Roraima",|Norte|Sudeste|,"Amazônia, Mata Atlântica","FLONA Saracá-Taquera, PARNA da Serra do Gandarela, PARNA da Tijuca",ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH,,Desconhecida,
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Tramea,Tramea cophysa,Invertebrados de Água Doce,12/2021,Menos Preocupante,Não,Não,"Acre, Bahia, Espírito Santo, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraíba, Pernambuco, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo, Sergipe",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal, Sistema Costeiro-Marinho","APA Bacia do Rio Paraíba do Sul, APA do Morro da Pedreira, APA Ilhas e Várzeas do Rio Paraná, FLONA Ibura, PARNA de Itatiaia, RESEX Tapajós-Arapiuns","APA DA PEDRA BRANCA, APA PIRACICABA JUQUERí-MIRIM AREA II, APA SISTEMA CANTAREIRA, ÁREA DE PROTEçãO AMBIENTAL DA LAGOA GRANDE, ESTAçãO ECOLóGICA MUNICIPAL ILHA DO LAMEIRãO, PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL DO RIO DOCE, REFúGIO DE VIDA SILVESTRE MATA DO JUNCO",RPPN Fazenda Santa Izabel,Desconhecida,
Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Rhionaeschna,Rhionaeschna decessus,Invertebrados de Água Doce,02/2023,Menos Preocupante,Sim,Não,"Paraná, Rio de Janeiro",|Sudeste|Sul|,Mata Atlântica,PARNA de Itatiaia,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DO PIRAQUARA,,Desconhecida,
Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Schizodon,Schizodon knerii,Peixes Continentais,04/2018,Menos Preocupante,Sim,Não,"Alagoas, Bahia, Minas Gerais, Pernambuco, Sergipe",|Nordeste|Sudeste|,"Caatinga, Cerrado, Mata Atlântica",,"ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO PANDEIROS, ÁREA DE PROTEÇÃO AMBIENTAL COCHÁ E GIBÃO, PARQUE ESTADUAL MATA SECA",,Desconhecida,3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas
Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Cynomops,Cynomops abrasus,Mamíferos,11/2018,Menos Preocupante,Não,Não,"Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraíba, Piauí, Rio de Janeiro, Santa Catarina, São Paulo",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Caatinga, Cerrado, Mata Atlântica",PARNA da Serra da Bodoquena,PARQUE ESTADUAL DA ILHA DO CARDOSO,,Desconhecida,8 - Espécies invasoras problemáticas e doenças|8.5 - Doenças provocadas por vírus ou príons|8.5.2 - Espécie conhecida (Doença)
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Hemasodes,Hemasodes batesi,Invertebrados Terrestres,07/2022,Menos Preocupante,Não,Não,Pernambuco,|Nordeste|,Mata Atlântica,PARNA Marinho de Fernando de Noronha,,,Desconhecida,
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Psalidodon,Psalidodon parahybae,Peixes Continentais,10/2024,Menos Preocupante,Sim,Não,"Minas Gerais, Rio de Janeiro, São Paulo",|Sudeste|,Mata Atlântica,"APA Bacia do Rio Paraíba do Sul, APA Bacia do Rio São João/Mico-Leão-Dourado",,,Desconhecida,7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas 8 - Espécies invasoras problemáticas e doenças|8.1 - Espécies exóticas|8.1.2 - Espécie não conhecida|8.1.2.1 - Competidores 8 - Espécies invasoras problemáticas e doenças|8.1 - Espécies exóticas|8.1.2 - Espécie não conhecida|8.1.2.2 - Predadores
Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Listrura,Listrura costai,Peixes Continentais,10/2024,Quase Ameaçada,Sim,Sim,Rio de Janeiro,|Sudeste|,Mata Atlântica,,,,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 1 - Desenvolvimento residencial e comercial|1.3 - Áreas de turismo e recreação 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida
Animalia,Chordata,Actinopterygii,Characiformes,Crenuchidae,Characidium,Characidium grajahuense,Peixes Continentais,10/2024,Quase Ameaçada,Sim,Sim,Rio de Janeiro,|Sudeste|,Mata Atlântica,"APA Petrópolis, REBIO do Tinguá","ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, ÁREA DE PROTEÇÃO AMBIENTAL DE GERICINÓ/MENDANHA, ÁREA DE PROTEÇÃO AMBIENTAL DE MANGARATIBA, PARQUE ESTADUAL DO MENDANHA",,Declinando,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 7 - Modificações nos sistemas naturais|7.2 - Represas e uso de água|7.2.8 - Captação de água subterrânea - uso desconhecido 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água|9.1.1 - Esgoto 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água|9.1.2 - Escoamento urbano
Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Hypostomus punctatus,Peixes Continentais,10/2024,Menos Preocupante,Sim,Não,"Espírito Santo, Minas Gerais, Rio de Janeiro, São Paulo",|Sudeste|,Mata Atlântica,"APA Bacia do Rio Paraíba do Sul, APA Bacia do Rio São João/Mico-Leão-Dourado, REBIO do Tinguá","APA SILVEIRAS, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, ÁREA DE PROTEçãO AMBIENTAL DO ALTO IGUAçU, PARQUE ESTADUAL DO DESENGANO",,Desconhecida,
Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Listrura,Listrura picinguabae,Peixes Continentais,10/2024,Quase Ameaçada, por aproximar-se da categoria Em Perigo pelo critério B1b(iii)," Listrura picinguabae foi categorizada como Quase Ameaçada (NT).""",Sim,Não,São Paulo,Mata Atlântica,Sub-bacia Litoral SP,,,Não
Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Brasilocaenis,Brasilocaenis septentrionalis,Invertebrados de Água Doce,11/2019,Menos Preocupante,Não,Não,"Pará, Pernambuco",|Nordeste|Norte|,"Amazônia, Mata Atlântica",REBIO de Saltinho,FLORESTA ESTADUAL DO PARU,,Desconhecida,
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Oligobrycon,Oligobrycon microstomus,Peixes Continentais,10/2024,Dados Insuficientes,Sim,Não,São Paulo,|Sudeste|,Mata Atlântica,,,,Desconhecida,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Phalloceros,Phalloceros anisophallos,Peixes Continentais,10/2024,Menos Preocupante,Sim,Não,"Rio de Janeiro, São Paulo",|Sudeste|,Mata Atlântica,"PARNA da Serra da Bocaina, REBIO do Tinguá","APA MARINHA DO LITORAL NORTE, ÁREA DE PROTEÇÃO AMBIENTAL DE MANGARATIBA, ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS, ÁREA DE PROTEçãO AMBIENTAL DO ALTO IGUAçU, AREA DE PROTEçãO AMBIENTAL DO RIO GUANDU, PARQUE ESTADUAL DA ILHA GRANDE, PARQUE ESTADUAL DA SERRA DO MAR",,Desconhecida,
Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Hypostomus auroguttatus,Peixes Continentais,10/2024,Menos Preocupante,Sim,Não,"Espírito Santo, Minas Gerais, Rio de Janeiro, São Paulo",|Sudeste|,Mata Atlântica,,PARQUE ESTADUAL RIO CORRENTE,,Desconhecida,
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Deuterodon,Deuterodon heterostomus,Peixes Continentais,10/2024,Menos Preocupante,Sim,Não,"Minas Gerais, Rio de Janeiro, São Paulo",|Sudeste|,Mata Atlântica,"APA Bacia do Rio Paraíba do Sul, APA Bacia do Rio São João/Mico-Leão-Dourado, REBIO de Poço das Antas",AREA DE PROTEçãO AMBIENTAL DO RIO GUANDU,,Desconhecida,
Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Oxyagrion,Oxyagrion haematinum,Invertebrados de Água Doce,01/2023,Quase Ameaçada,Sim,Não,Minas Gerais,|Sudeste|,Mata Atlântica,,"ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, MONUMENTO NATURAL ESTADUAL DE ITATIAIA, PARQUE ESTADUAL DO ITACOLOMI",,Desconhecida,2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 3 - Produção energética e mineração|3.2 - Mineração|3.2.3 - Extração de minérios - subsolo
Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parides,Parides burchellanus,Invertebrados Terrestres,09/2024,Menos Preocupante,Sim,Sim,"Distrito Federal, Goiás, Minas Gerais",|Centro-Oeste|Sudeste|,"Cerrado, Mata Atlântica","APA Planalto Central, PARNA da Serra da Canastra","ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, PARQUE ESTADUAL CAMPOS ALTOS",,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo) 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água 9 - Poluição|9.3 - Agropecuária e florestal
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon flammeus,Peixes Continentais,10/2024,Em Perigo,Sim,Sim,Rio de Janeiro,|Sudeste|,Mata Atlântica,,,,Declinando,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas
Animalia,Arthropoda,Chilopoda,Geophilomorpha,Aphilodontidae,Aphilodon,Aphilodon silvestrii,Invertebrados Terrestres,12/2021,Menos Preocupante,Sim,Não,São Paulo,|Sudeste|,Mata Atlântica,,,,Desconhecida,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Cnesterodon,Cnesterodon iguape,Peixes Continentais,10/2024,Quase Ameaçada,Sim,Sim,"Paraná, São Paulo",|Sudeste|Sul|,Mata Atlântica,PARNA Campos Gerais,,,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 3 - Produção energética e mineração|3.2 - Mineração|3.2.2 - Extração de seixo/pedra 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água|9.1.3 - Tipo desconhecido 9 - Poluição|9.3 - Agropecuária e florestal|9.3.4 - Tipo desconhecido
Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Listrura,Listrura camposae,Peixes Continentais,10/2024,Quase Ameaçada,Sim,Sim,São Paulo,|Sudeste|,Mata Atlântica,,,,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 1 - Desenvolvimento residencial e comercial|1.4 - Assentamentos e pequenas propriedades rurais 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água|9.1.1 - Esgoto
Animalia,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Ziphius,Ziphius cavirostris,Mamíferos,05/2018,Dados Insuficientes,Não,Não,"Alagoas, Bahia, Ceará, Espírito Santo, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rio Grande do Sul, Santa Catarina, São Paulo, Sergipe",|Nordeste|Sudeste|Sul|,"Mata Atlântica, Pampa, Sistema Costeiro-Marinho",,"ÁREA DE PROTEÇÃO AMBIENTAL BONFIM/GUARAÍRA, ÁREA DE PROTEÇÃO AMBIENTAL PLATAFORMA CONTINENTAL DO LITORAL NORTE",,Desconhecida,3 - Produção energética e mineração|3.1 - Extração de petróleo e gás natural 5 - Uso de recursos biológicos|5.4 - Pesca e uso de recursos aquáticos|5.4.6 - Captura indireta - larga escala 9 - Poluição|9.4 - Lixo e resíduos sólidos 9 - Poluição|9.6 - Excesso de energia|9.6.3 - Poluição sonora
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Neogene,Neogene curitiba,Invertebrados Terrestres,12/2024,Menos Preocupante,Sim,Não,"Distrito Federal, Goiás, Mato Grosso, Mato Grosso do Sul, São Paulo",|Centro-Oeste|Sudeste|,"Cerrado, Mata Atlântica","APA Planalto Central, APA Serra da Mantiqueira","ESTAÇÃO ECOLÓGICA DE ÁGUAS EMENDADAS, PARQUE ESTADUAL DE CAMPOS DO JORDÃO",,Desconhecida,
Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus giganteus,Peixes Continentais,10/2024,Menos Preocupante,Sim,Não,Rio de Janeiro,|Sudeste|,Mata Atlântica,,"ÁREA DE PROTEÇÃO AMBIENTAL DE GERICINÓ/MENDANHA, AREA DE PROTEçãO AMBIENTAL DO RIO GUANDU, PARQUE ESTADUAL DO MENDANHA",,Desconhecida,7 - Modificações nos sistemas naturais|7.2 - Represas e uso de água|7.2.1 - Captação de água de superfície - uso doméstico
Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Moschoneura,Moschoneura pinthous,Invertebrados Terrestres,09/2024,Menos Preocupante,Sim,Sim,"Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro",|Nordeste|Sudeste|,Mata Atlântica,"APA Petrópolis, PARNA da Serra dos Órgãos, REBIO Augusto Ruschi",ÁREA DE PROTEçãO AMBIENTAL DO ALTO IGUAçU,,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Lintneria,Lintneria justiciae,Invertebrados Terrestres,12/2024,Menos Preocupante,Não,Não,"Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo",|Sudeste|Sul|,"Cerrado, Mata Atlântica, Pampa","APA Petrópolis, PARNA da Serra dos Órgãos","APA CAMPOS DO JORDÃO, ÁREA DE PROTEÇÃO AMBIENTAL DO IRAÍ, ÁREA DE PROTEÇÃO AMBIENTAL DO RIO VERDE, PARQUE ESTADUAL DA SERRA DO MAR","RPPN Ano Bom, RPPN Fazenda Limeira, RPPN Fazenda Suspiro, RPPN Sítio do Bananal",Desconhecida,
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca,Manduca leucospila,Invertebrados Terrestres,12/2024,Menos Preocupante,Não,Não,"Amazonas, Espírito Santo, Minas Gerais, Rio de Janeiro, São Paulo",|Norte|Sudeste|,"Amazônia, Cerrado, Mata Atlântica","APA Petrópolis, PARNA da Serra dos Órgãos, PARNA Jaú",,"RPPN El Nagual, RPPN Gleba O Saquinho de Itapirapuá",Desconhecida,
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca,Manduca janira,Invertebrados Terrestres,12/2024,Menos Preocupante,Sim,Não,"Paraná, Rio de Janeiro, São Paulo",|Sudeste|Sul|,Mata Atlântica,"APA Petrópolis, PARNA da Serra dos Órgãos","APA JUNDIAí, APA SERRA DO MAR, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL INTERVALES","RPPN CEFLUSMME, RPPN Gleba O Saquinho de Itapirapuá",Desconhecida,
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca,Manduca lefeburii,Invertebrados Terrestres,12/2024,Menos Preocupante,Não,Não,"Amazonas, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraná, Pernambuco, Rio de Janeiro, Rio Grande do Sul, Roraima, Santa Catarina, São Paulo",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Cerrado, Mata Atlântica, Pampa","APA Petrópolis, PARNA da Serra dos Órgãos, PARNA da Tijuca, PARNA Jaú, PARNA Serra do Pardo, REBIO do Gurupi","APA SERRA DO MAR, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL DO MORRO DO DIABO, PARQUE ESTADUAL INTERVALES","RPPN Ano Bom, RPPN CEFLUSMME, RPPN Fazenda Limeira, RPPN Fazenda Suspiro, RPPN Gleba O Saquinho de Itapirapuá, RPPN - Reserva Ecológica do Panga, RPPN Sítio do Bananal",Desconhecida,
Animalia,Arthropoda,Chilopoda,Geophilomorpha,Geophilidae,Mecophilus,Mecophilus tupiniquim,Invertebrados Terrestres,12/2021,Menos Preocupante,Sim,Não,São Paulo,|Sudeste|,Mata Atlântica,,APA ITUPARARANGA,,Desconhecida,
Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Miroculis,Miroculis caparaoensis,Invertebrados de Água Doce,11/2019,Menos Preocupante,Sim,Não,"Espírito Santo, Minas Gerais",|Sudeste|,Mata Atlântica,PARNA do Caparaó,ÁREA DE PROTEçãO AMBIENTAL SERRA DA VARGEM ALEGRE,,Desconhecida,
Animalia,Arthropoda,Entognatha,Entomobryomorpha,Entomobryidae,Lepidocyrtus,Lepidocyrtus sotoi,Invertebrados Terrestres,05/2024,Menos Preocupante,Sim,Não,Paraíba,|Nordeste|,Mata Atlântica,,,,Desconhecida,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Narope,Narope cyllarus,Invertebrados Terrestres,04/2018,Menos Preocupante,Não,Não,"Distrito Federal, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo",|Centro-Oeste|Sudeste|Sul|,"Cerrado, Mata Atlântica","APA Petrópolis, APA Planalto Central","APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, PARQUE ESTADUAL DA PEDRA SELADA, PARQUE ESTADUAL SERRA DO INTENDENTE, PARQUE ESTADUAL SERRA DO ROLA MOÇA",RPPN Caetezal,Desconhecida,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Morpho,Morpho menelaus,Invertebrados Terrestres,09/2024,Menos Preocupante,Sim,Sim,"Alagoas, Bahia, Espírito Santo, Paraíba, Pernambuco",|Nordeste|Sudeste|,"Caatinga, Mata Atlântica",REBIO de Una,,RPPN Frei Caneca,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas
Animalia,Arthropoda,Arachnida,Araneae,Microstigmatidae,Tonton,Tonton itabirito,Invertebrados Terrestres,05/2024,Menos Preocupante,Sim,Não,Minas Gerais,|Sudeste|,Mata Atlântica,,ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH,,Desconhecida,3 - Produção energética e mineração|3.2 - Mineração|3.2.4 - Extração de minérios - garimpo
Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,Alboscia,Alboscia jotajota,Invertebrados Terrestres,05/2024,Dados Insuficientes,Sim,Não,São Paulo,|Sudeste|,Mata Atlântica,,PARQUE ESTADUAL INTERVALES,,Desconhecida,1 - Desenvolvimento residencial e comercial|1.3 - Áreas de turismo e recreação 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida 3 - Produção energética e mineração|3.2 - Mineração|3.2.4 - Extração de minérios - garimpo 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas
Animalia,Arthropoda,Entognatha,Entomobryomorpha,Entomobryidae,Pseudosinella,Pseudosinella labiociliata,Invertebrados Terrestres,05/2024,Menos Preocupante,Sim,Não,Minas Gerais,|Sudeste|,"Cerrado, Mata Atlântica",PARNA da Serra do Gandarela,ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH,,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura 3 - Produção energética e mineração|3.2 - Mineração|3.2.3 - Extração de minérios - subsolo
Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Listrura,Listrura macacuensis,Peixes Continentais,10/2024,Quase Ameaçada,Sim,Não,Rio de Janeiro,|Sudeste|,Mata Atlântica,,,,Desconhecida,2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água|9.1.1 - Esgoto 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas
Animalia,Arthropoda,Entognatha,Entomobryomorpha,Entomobryidae,Pseudosinella,Pseudosinella labruspinata,Invertebrados Terrestres,05/2024,Menos Preocupante,Sim,Não,Minas Gerais,|Sudeste|,Mata Atlântica,,"ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, MONUMENTO NATURAL ESTADUAL SERRA DA MOEDA, PARQUE ESTADUAL SERRA DO ROLA MOÇA",,Desconhecida,3 - Produção energética e mineração|3.2 - Mineração|3.2.3 - Extração de minérios - subsolo
Animalia,Arthropoda,Entognatha,Entomobryomorpha,Entomobryidae,Pseudosinella,Pseudosinella aphelabiata,Invertebrados Terrestres,05/2024,Menos Preocupante,Sim,Não,Minas Gerais,|Sudeste|,"Cerrado, Mata Atlântica",PARNA Cavernas do Peruaçu,ÁREA DE PROTEÇÃO AMBIENTAL CACHOEIRA DAS ANDORINHAS,,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 3 - Produção energética e mineração|3.2 - Mineração 4 - Transportes e serviços de transmissão|4.1 - Estradas e ferrovias 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios
Animalia,Arthropoda,Entognatha,Entomobryomorpha,Entomobryidae,Pseudosinella,Pseudosinella keni,Invertebrados Terrestres,05/2024,Menos Preocupante,Sim,Não,Minas Gerais,|Sudeste|,Mata Atlântica,PARNA da Serra do Gandarela,ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH,,Desconhecida,
Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus antiquus,Peixes Continentais,10/2024,Menos Preocupante,Sim,Não,São Paulo,|Sudeste|,Mata Atlântica,APA Bacia do Rio Paraíba do Sul,,,Desconhecida,2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida
Animalia,Chordata,Amphibia,Anura,Hylodidae,Hylodes,Hylodes perere,Anfíbios,09/2017,Menos Preocupante,Sim,Não,Minas Gerais,|Sudeste|,Mata Atlântica,,,,Desconhecida,
Animalia,Chordata,Aves,Columbiformes,Columbidae,Paraclaravis,Paraclaravis geoffroyi,Aves,06/2019,Criticamente em Perigo,Não,Sim,"Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo",|Nordeste|Sudeste|Sul|,"Cerrado, Mata Atlântica","APA Guaraqueçaba, APA Petrópolis, APA Serra da Mantiqueira, PARNA da Serra dos Órgãos, PARNA de Itatiaia, PARNA do Caparaó, PARNA Guaricana, PARNA Iguaçu, REBIO Augusto Ruschi, REBIO Bom Jesus",ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,RPPN Parque Ecológico ARTEX,Desconhecida,5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.5 - Motivação desconhecida
Animalia,Arthropoda,Insecta,Odonata,Megapodagrionidae,Heteragrion,Heteragrion muryense,Invertebrados de Água Doce,03/2022,Dados Insuficientes,Sim,Não,Rio de Janeiro,|Sudeste|,Mata Atlântica,,,RPPN Fattoria Grigia,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana
